egoid,hs_1,hssex_1,hsgrade_1,hsgrade_1,apcourses_1,apexams_1,degreeintent_1,major1rc_1,major2rc_1,hsclub1rc_1,hsclub2rc_1,hsclub3rc_1,hsclub4rc_1,hsclub5rc_1,ndfirst_1,majorevent_1,major1rc_2,major2rc_2,degreeintent_2,majorevent_2,major1rc_3,major2rc_3,degreeintent_3,majorevent_3,major1rc_4,major2rc_4,majorevent_4,major1rc_5,major2rc_5,degreeintent_5,majorevent_5,major1rc_6,major2rc_6,degreeintent_6,majorevent_6,majorevent_7,major1rc_8,major2rc_8,degreeintent_8,majorevent_8
43255,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,,,,11300.0,11300.0,11300.0,44200.0,49999.0,Yes,,406.0,131.0,"Bachelor's degree (B.A., B.S., etc.)",no,400.0,131.0,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,,,,,,,,,,,,
93856,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,13200.0,13200.0,45100.0,No,,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,yes,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes
10237,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,,111.0,,13200.0,13200.0,42200.0,25100.0,43100.0,Yes,no,111.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,111.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,111.0,,no,111.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,111.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,111.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes
97448,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",400.0,139.0,21100.0,45100.0,43100.0,45100.0,42200.0,No,no,134.0,135.0,J.D. (Law),no,134.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no,134.0,135.0,no,134.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no,134.0,135.0,J.D. (Law),yes,no,134.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",yes
43603,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,,,,13200.0,11300.0,,,,Yes,,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,,,,,
86974,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,45100.0,45100.0,43100.0,Yes,,102.0,119.0,J.D. (Law),no,102.0,,J.D. (Law),no,,,,,,,,,,,,,,,,
89165,Public school,A mixture of boys and girls,A or A+,A or A+,3-4,3-4,,,,13200.0,13200.0,43200.0,53200.0,41100.0,Yes,,511.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,511.0,135.0,no,,,,,,,,,,,,,
97280,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,J.D. (Law),128.0,109.0,13200.0,43100.0,45200.0,44900.0,14900.0,Yes,no,128.0,,J.D. (Law),no,,,,,128.0,,no,,,,,403.0,128.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,
54098,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,,,,45100.0,,,,,Yes,,304.0,,"Bachelor's degree (B.A., B.S., etc.)",no,304.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,304.0,,"Bachelor's degree (B.A., B.S., etc.)",no,304.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,,,,
66156,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,21300.0,45100.0,43500.0,54200.0,21100.0,No,,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,305.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,305.0,,no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,yes,305.0,,"Bachelor's degree (B.A., B.S., etc.)",yes
67177,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",401.0,135.0,43900.0,21300.0,43500.0,45200.0,41100.0,Yes,no,401.0,100.0,"Bachelor's degree (B.A., B.S., etc.)",no,401.0,,"Bachelor's degree (B.A., B.S., etc.)",no,401.0,,no,401.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,401.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,401.0,100.0,"Master's Degree (M.A., M.S., MBA, etc.)",
22540,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,43100.0,11300.0,11200.0,42200.0,45100.0,Yes,,301.0,508.0,"Bachelor's degree (B.A., B.S., etc.)",no,301.0,508.0,Ph.D or Ed.D.,no,508.0,508.0,no,,,,,,,,,,,,,
70668,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,21300.0,45100.0,42300.0,49999.0,43900.0,No,,108.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,,,,,
15586,Public school,A mixture of boys and girls,A-,A-,Not offered at my high school,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,106.0,,,,,,Yes,yes,,,,,128.0,106.0,Other,yes,,,,,,,,,,,,,,,,
27232,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,11100.0,11100.0,45100.0,43900.0,45100.0,Yes,,403.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
18611,Private religious/parochial school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",509.0,310.0,13200.0,43700.0,43400.0,49999.0,21100.0,No,yes,507.0,125.0,J.D. (Law),yes,507.0,125.0,J.D. (Law),yes,,,,507.0,125.0,J.D. (Law),no,507.0,125.0,J.D. (Law),yes,no,,,,
87328,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,J.D. (Law),109.0,128.0,45200.0,,,,,Yes,no,109.0,128.0,J.D. (Law),no,109.0,111.0,"Bachelor's degree (B.A., B.S., etc.)",no,109.0,111.0,no,109.0,111.0,"Bachelor's degree (B.A., B.S., etc.)",no,109.0,111.0,"Bachelor's degree (B.A., B.S., etc.)",no,no,109.0,111.0,J.D. (Law),no
88963,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",400.0,500.0,43100.0,11300.0,49999.0,49999.0,43100.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
61756,Private independent college-prep school,Same sex- male,B+,B+,1-2,1-2,,,,11300.0,11300.0,11100.0,43100.0,43800.0,No,,400.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,,,,,
57045,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,16100.0,13200.0,44200.0,22100.0,Yes,,108.0,109.0,"Bachelor's degree (B.A., B.S., etc.)",no,109.0,108.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,117.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
49497,Private religious/parochial school,A mixture of boys and girls,A-,A-,3-4,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",109.0,406.0,21900.0,25200.0,43900.0,43500.0,22100.0,Yes,no,406.0,108.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,406.0,108.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,406.0,108.0,yes,108.0,406.0,"Bachelor's degree (B.A., B.S., etc.)",no,108.0,406.0,"Bachelor's degree (B.A., B.S., etc.)",no,no,,,,
15031,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,305.0,,11300.0,21100.0,45100.0,43100.0,45100.0,No,yes,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,,,,,
79607,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",302.0,123.0,13200.0,44900.0,13200.0,45100.0,21100.0,Yes,yes,302.0,123.0,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,
41952,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,,,,43100.0,13200.0,13200.0,13200.0,,Yes,,109.0,506.0,"Bachelor's degree (B.A., B.S., etc.)",no,109.0,506.0,"Bachelor's degree (B.A., B.S., etc.)",no,506.0,,no,,,,,,,,,,,,,
17183,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,,,,13200.0,43100.0,21100.0,43100.0,45100.0,Yes,,404.0,128.0,"Bachelor's degree (B.A., B.S., etc.)",no,404.0,,"Bachelor's degree (B.A., B.S., etc.)",no,404.0,,no,406.0,,"Bachelor's degree (B.A., B.S., etc.)",no,406.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,406.0,,"Bachelor's degree (B.A., B.S., etc.)",no
22408,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,129.0,510.0,13200.0,43800.0,63900.0,49999.0,43100.0,No,no,511.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,511.0,135.0,no,511.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",yes,511.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",yes,no,511.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no
54435,Private independent college-prep school,A mixture of boys and girls,A-,A-,5 or more,5 or more,,,,11300.0,43800.0,45100.0,,,Yes,,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,131.0,,no,130.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,130.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,
38554,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,43100.0,45100.0,45100.0,No,,400.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,401.0,131.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,131.0,no,,,,,,,,,,,,,
38293,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,302.0,503.0,11300.0,11300.0,11300.0,43100.0,17200.0,Yes,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,305.0,,yes,305.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes
33785,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,304.0,305.0,45100.0,13200.0,13200.0,43900.0,42200.0,No,no,304.0,130.0,Ph.D or Ed.D.,no,304.0,123.0,Ph.D or Ed.D.,no,304.0,123.0,no,304.0,123.0,Ph.D or Ed.D.,no,304.0,123.0,Ph.D or Ed.D.,no,no,304.0,123.0,Ph.D or Ed.D.,no
44310,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,45100.0,13200.0,13200.0,41200.0,43800.0,Yes,,400.0,137.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,405.0,137.0,"Bachelor's degree (B.A., B.S., etc.)",no,405.0,137.0,"Bachelor's degree (B.A., B.S., etc.)",no,no,405.0,137.0,"Bachelor's degree (B.A., B.S., etc.)",yes
33009,Private religious/parochial school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,130.0,45100.0,11200.0,41100.0,13200.0,42200.0,Yes,no,130.0,109.0,J.D. (Law),no,130.0,110.0,J.D. (Law),no,130.0,,yes,130.0,,J.D. (Law),no,130.0,,J.D. (Law),no,no,,,,
31294,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",510.0,131.0,11300.0,21900.0,45100.0,45100.0,45100.0,Yes,no,510.0,131.0,"M.D., D.O., D.D.S., or D.V.M.",no,510.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,,,,no,510.0,,"M.D., D.O., D.D.S., or D.V.M.",no
65143,Public magnet school,A mixture of boys and girls,A or A+,A or A+,Not offered at my high school,Not offered at my high school,"M.D., D.O., D.D.S., or D.V.M.",503.0,,11200.0,45200.0,45100.0,62900.0,,No,no,,,,,,,,,,,,,,,,,,,,,,,,
91726,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",300.0,504.0,21100.0,21100.0,21100.0,12900.0,43500.0,Yes,no,508.0,305.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,306.0,304.0,"Bachelor's degree (B.A., B.S., etc.)",no,306.0,,no,,,,,,,,,,,,,
59355,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",302.0,309.0,13200.0,13200.0,46300.0,41100.0,,No,no,302.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,no,,,,,,,,,,,,,
96184,Public magnet school,A mixture of boys and girls,A-,A-,3-4,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",200.0,100.0,43100.0,43200.0,61100.0,43100.0,42200.0,No,no,200.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,200.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,200.0,,no,,,,,,,,,,,,,
92339,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,,,,17100.0,13200.0,45100.0,42200.0,45100.0,Yes,,,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,116.0,114.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,
70005,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,,,,44900.0,43100.0,13200.0,13200.0,43300.0,Yes,,304.0,303.0,"Bachelor's degree (B.A., B.S., etc.)",no,304.0,,"Bachelor's degree (B.A., B.S., etc.)",no,304.0,,no,304.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,
64157,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,11300.0,11300.0,43400.0,41200.0,42200.0,Yes,,102.0,110.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,102.0,,"Bachelor's degree (B.A., B.S., etc.)",no,102.0,,no,102.0,110.0,"Bachelor's degree (B.A., B.S., etc.)",no,102.0,110.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,
68050,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,1-2,Ph.D or Ed.D.,503.0,308.0,13200.0,42200.0,45100.0,45100.0,22100.0,Yes,no,,,,,,,,,130.0,,no,,,,,,,,,,,,,
46151,Private religious/parochial school,Same sex- male,A or A+,A or A+,Not offered at my high school,0,"M.D., D.O., D.D.S., or D.V.M.",510.0,110.0,13200.0,14400.0,49999.0,43600.0,43500.0,No,no,110.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",yes,,,,,,,,,,,,,,,,,,,,
79395,Public school,A mixture of boys and girls,A or A+,A or A+,3-4,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,403.0,11300.0,11300.0,43800.0,49999.0,13100.0,Yes,no,403.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,,no,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,
59863,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",403.0,300.0,13200.0,13200.0,13200.0,44900.0,45200.0,Yes,no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,403.0,108.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,108.0,no,402.0,108.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,
63419,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",507.0,135.0,11300.0,41100.0,43400.0,45100.0,45100.0,Yes,no,507.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,507.0,,no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,507.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
22913,Public school,A mixture of boys and girls,A or A+,A or A+,Not offered at my high school,Not offered at my high school,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,303.0,16100.0,32100.0,43100.0,45100.0,13200.0,Yes,no,303.0,307.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,303.0,,,no,303.0,,no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,,,,
91313,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,,,,13200.0,45100.0,43500.0,41400.0,,No,,117.0,506.0,J.D. (Law),no,117.0,506.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,117.0,506.0,no,109.0,506.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,no,,,,
14511,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,,,,25200.0,11300.0,43400.0,11300.0,41200.0,Yes,,130.0,131.0,"Bachelor's degree (B.A., B.S., etc.)",yes,130.0,131.0,"Bachelor's degree (B.A., B.S., etc.)",yes,130.0,,no,130.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,
73962,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,,,,21100.0,17100.0,45100.0,45100.0,21100.0,Yes,,305.0,400.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,305.0,,no,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,
48969,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,510.0,17100.0,43900.0,45100.0,45200.0,44900.0,Yes,no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,503.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,116.0,110.0,no,116.0,110.0,"Bachelor's degree (B.A., B.S., etc.)",no,116.0,110.0,"Bachelor's degree (B.A., B.S., etc.)",no,no,116.0,110.0,"Bachelor's degree (B.A., B.S., etc.)",no
22093,Private religious/parochial school,Same sex- male,A-,A-,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",301.0,309.0,11300.0,49999.0,43100.0,43800.0,41200.0,Yes,yes,301.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,,,,,,,,,,,,,,,,
32919,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",309.0,,43100.0,25200.0,17100.0,17100.0,46300.0,Yes,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,,,,,
10153,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,16900.0,13200.0,,,Yes,,511.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,135.0,no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,,,,
79731,Public school,A mixture of boys and girls,b,b,5 or more,1-2,"Bachelor's degree (B.A., B.S., etc.)",406.0,,45200.0,46100.0,45200.0,42300.0,11300.0,Yes,yes,406.0,404.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,404.0,406.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,406.0,,yes,,,,,,,,,,,,,
63611,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,3-4,3-4,,,,11300.0,21100.0,21100.0,25200.0,21200.0,Yes,,506.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
64296,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,3-4,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",506.0,137.0,11300.0,91300.0,45100.0,43100.0,,Yes,no,506.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,506.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,506.0,135.0,yes,506.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,506.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,no,506.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes
23487,Private religious/parochial school,Same sex- male,A or A+,A or A+,3-4,3-4,"M.D., D.O., D.D.S., or D.V.M.",510.0,,13200.0,13200.0,13200.0,43100.0,42200.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
17569,Private religious/parochial school,Same sex- male,A or A+,A or A+,Not offered at my high school,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,,12900.0,11300.0,45100.0,,,Yes,no,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,309.0,,no,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no
77036,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",309.0,400.0,11300.0,45100.0,43100.0,44200.0,,Yes,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,303.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,303.0,,no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,yes,303.0,,"Bachelor's degree (B.A., B.S., etc.)",yes
53518,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,21100.0,45100.0,63900.0,Yes,,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,403.0,,no,405.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,405.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,
92340,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,,,,43100.0,11200.0,45100.0,45100.0,13200.0,Yes,,309.0,303.0,"Bachelor's degree (B.A., B.S., etc.)",yes,309.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,,,,,,,,,,,,
37485,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,,13200.0,13200.0,45100.0,45100.0,17300.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
33953,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,43100.0,43900.0,44300.0,Yes,,131.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,131.0,,no,131.0,,J.D. (Law),no,,,,,,,,,
53333,Private independent college-prep school,A mixture of boys and girls,A-,A-,3-4,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",,,13200.0,17100.0,45100.0,,,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
82986,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",302.0,502.0,54900.0,43100.0,45100.0,43500.0,45100.0,Yes,no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,137.0,no,502.0,137.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,502.0,137.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,502.0,137.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
61772,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,Ph.D or Ed.D.,503.0,109.0,13200.0,13200.0,13200.0,45200.0,45100.0,No,no,510.0,109.0,Ph.D or Ed.D.,no,511.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,
47280,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",400.0,300.0,45100.0,,,,,Yes,no,401.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
70566,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,J.D. (Law),116.0,128.0,16900.0,45100.0,43100.0,,,Yes,no,116.0,128.0,J.D. (Law),yes,116.0,128.0,"Bachelor's degree (B.A., B.S., etc.)",no,116.0,128.0,no,,,,,,,,,,,,,
82964,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",510.0,110.0,11300.0,21200.0,45200.0,43100.0,45100.0,Yes,no,110.0,119.0,Ph.D or Ed.D.,no,,,,,,,,,,,,,,,,,,,,
11402,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,Ph.D or Ed.D.,305.0,,13200.0,13200.0,43400.0,42200.0,45100.0,Yes,yes,131.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,131.0,109.0,Ph.D or Ed.D.,yes,131.0,406.0,no,131.0,,"Bachelor's degree (B.A., B.S., etc.)",no,131.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,no,,,,
38610,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,501.0,109.0,11300.0,43100.0,43600.0,45100.0,45100.0,Yes,yes,501.0,,"Bachelor's degree (B.A., B.S., etc.)",no,501.0,,Ph.D or Ed.D.,no,501.0,,yes,501.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,501.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,501.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes
96610,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,,13200.0,13200.0,13200.0,43100.0,53200.0,Yes,no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,131.0,,no,131.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,131.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,131.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
