egoid,StartDate_5,EndDate_5,hourspay_5,nightshift_5,studentathlete_5,sportteam1rc_5,sportteam2rc_5,sportteam3rc_5,club1rc_5,club2rc_5,club3rc_5,club4rc_5,club5rc_5,club6rc_5,club7rc_5,club8rc_5,club9rc_5,club10rc_5,major1rc_5,major2rc_5,minor1rc_5,minor2rc_5,degreeintent_5,summer2016courses_5,studyAbroadEver_5,studyAbroad_1_5,studyAbroad_2_5,studyAbroad_3_5,studyAbroad_4_5,studyAbroad_5_5,studyAbroadFuture_5,studyAbroadF_1_5,studyAbroadF_2_5,studyAbroadF_3_5,studyAbroadF_4_5,studyAbroadF_5_5,studyAbroadF_6_5,studyAbroadF_7_5,studyAbroadF_Other_5,usetobacco_5,usebeer_5,usewine_5,usedrugs_5,usedrugs_prescr_5,usecaffine_5,exercisealone_5,exerciseothers_5,clubsports_5,swimming_5,socotherrace_5,discussrelig_5,discusspol_5,discusshealth_5,commcause_5,volunteer_5,attendrelig_5,tv_5,computer_5,internet_5,homework_5,music_5,phone_5,visiting_5,reading_5,inactive_hobby_5,sit_work_5,sit_car_5,sedentarytime_scale_5,physicalactivity1_5,physicalactivity2_5,physicalactivity3_5,physicalactivity4_5,physicalactivity5_5,sexorientation_5,sexcontacttype_5,sexattracttype_5,musicfav1rc_5,musicfav2rc_5,musicfav3rc_5,musicfav4rc_5,musicfav5rc_5,musicleastfav1rc_5,musicleastfav2rc_5,musicleastfav3rc_5,musicleastfav4rc_5,musicleastfav5rc_5,cultactivity1rc_5,cultactivity2rc_5,cultactivity3rc_5,cultactivity4rc_5,cultactivity5rc_5,majorevent_5,mjeset1_5,mjesubset1_5,mjeset2_5,mjesubset2_5,mjeset3_5,mjesubset3_5,Stress_1_5,Stress_2_5,Stress_3_5,Stress_4_5,Stress_5_5,Stress_6_5,Stress_7_5,Stress_8_5,Stress_9_5,Stress_10_5,Stress_5,Trust_1_5,Trust_2_5,Trust_3_5,Trust_4_5,Trust_5_5,Trust_6_5,Trust_5,lonely_1_5,lonely_2_5,lonely_3_5,lonely_4_5,lonely_5_5,lonely_6_5,lonely_7_5,lonely_8_5,lonely_9_5,lonely_10_5,lonely_11_5,lonely_12_5,lonely_13_5,lonely_14_5,lonely_15_5,selsa_rom_5,selsa_fam_5,selsa_soc_5,SelfEff_exercise_1_5,SelfEff_exercise_2_5,SelfEff_exercise_3_5,SelfEff_exercise_4_5,SelfEff_exercise_5_5,SelfEff_exercise_6_5,SelfEff_exercise_7_5,SelfEff_exercise_8_5,SelfEff_exercise_9_5,SelfEff_exercise_10_5,SelfEff_exercise_11_5,SelfEff_exercise_12_5,SelfEff_exercise_13_5,SelfEff_exercise_14_5,SelfEff_exercise_15_5,SelfEff_exercise_16_5,SelfEff_exercise_17_5,SelfEff_exercise_18_5,SelfEff_exercise_scale_5,Happy_5,Health_5,HealthSatisfaction1_5,HealthSatisfaction2_5,HealthSatisfaction3_5,HealthSatisfaction4_5,HealthSatisfaction5_5,HealthSatisfaction6_5,HealthSatisfaction7_5,HealthSatisfaction8_5,HealthSatisfaction9_5,HealthSatisfactionScale_5,Weight_5,Height_5,Dieting_5,vegetarian_5,vegan_5,glutenfree_5,otherdiet_5,activity_semester_5,activity_should_5,activity_friend_5,activity_hope_5,activity_friend_should_5,activity_want_5,sleep_semester_5,sleep_should_5,sleep_hope_5,sleep_up2me_5,newdisability_5,disability1rca_5,disability1rcb_5,disability2rca_5,disability2rcb_5,disability3rca_5,disability3rcb_5,UndiagAll_5,undiagall1rca_5,undiagall1rcb_5,undiagall2rca_5,undiagall2rcb_5,undiagall3rca_5,undiagall3rcb_5,Medication_5,RecreationalDrugs_5,recreationaldrugs1rc_5,recreationaldrugs2rc_5,recreationaldrugs3rc_5,PrescriptionDrugAbuse_5,prescriptiondrugabuse1rc_5,prescriptiondrugabuse2rc_5,prescriptiondrugabuse3rc_5,BAI1_5,BAI2_5,BAI3_5,BAI4_5,BAI5_5,BAI6_5,BAI7_5,BAI8_5,BAI9_5,BAI10_5,BAI11_5,BAI12_5,BAI13_5,BAI14_5,BAI15_5,BAI16_5,BAI17_5,BAI18_5,BAI19_5,BAI20_5,BAI21_5,BAIsum_5,BAIgroup_5,BDI1_1_5,BDI1_2_5,BDI1_3_5,BDI1_4_5,BDI1_5_5,BDI2_1_5,BDI2_2_5,BDI2_3_5,BDI2_4_5,BDI2_5_5,BDI3_1_5,BDI3_2_5,BDI3_3_5,BDI3_4_5,BDI3_5_5,BDI4_1_5,BDI4_2_5,BDI4_3_5,BDI4_4_5,BDI4_5_5,BDI5_1_5,BDI5_2_5,BDI5_3_5,BDI5_4_5,BDI5_5_5,BDI6_1_5,BDI6_2_5,BDI6_3_5,BDI6_4_5,BDI6_5_5,BDI7_1_5,BDI7_2_5,BDI7_3_5,BDI7_4_5,BDI7_5_5,BDI8_1_5,BDI8_2_5,BDI8_3_5,BDI8_4_5,BDI10_1_5,BDI10_2_5,BDI10_3_5,BDI10_4_5,BDI11_1_5,BDI11_2_5,BDI11_3_5,BDI11_4_5,BDI12_1_5,BDI12_2_5,BDI12_3_5,BDI12_4_5,BDI13_1_5,BDI13_2_5,BDI13_3_5,BDI13_4_5,BDI14_1_5,BDI14_2_5,BDI14_3_5,BDI14_4_5,BDI15_1_5,BDI15_2_5,BDI15_3_5,BDI15_4_5,BDI15_5_5,BDI16_1_5,BDI16_2_5,BDI16_3_5,BDI16_4_5,BDI17_1_5,BDI17_2_5,BDI17_3_5,BDI17_4_5,BDI18_1_5,BDI18_2_5,BDI18_3_5,BDI18_4_5,BDI19_1_5,BDI19_2_5,BDI19_3_5,BDI19_4_5,BDIWeightloss_5,BDI20_1_5,BDI20_2_5,BDI20_3_5,BDI20_4_5,BDI21_1_5,BDI21_2_5,BDI21_3_5,BDI21_4_5,PSQI1_5,BDIsum_5,BDIgroup_5,PSQI1AMPM_5,PSQI2_5,PSQI3_5,PSQI3AMPM_5,PSQI4_5,nap_5,nap_length_5,PSQI5_5,PSQI6_5,PSQI7_5,PSQI8_5,PSQI9_5,PSQI10_5,PSQI11_5,PSQI12_5,PSQI13_5,PSQIroommate_5,PSQI14_5,PSQI16_5,PSQI17_5,PSQI18_5,PSQI19_5,PSQI20_5,PSQI_duration_5,PSQIGlobal_5,PSQIGroup_5,AdditionalHealthIssue_5,additionalhealthissuerca_5,additionalhealthissuercb_5,polorientation_5,polparty_1_5,polparty_2_5,polHealthcare_5,polAbortion_5,polNDsanctuary_5,polPartImm1_5,polPartImm2_5,polClimate_5,polClimateCause1_5,polClimateCause2_5,polClimateGov_5,chargeAsleep_5,chargeNightWall_5,chargeNightUSB_5,chargeNightOther_5,useBed_5,useBedCharge_5,chargeDayWall_5,chargeDayUSB_5,chargeDayOther_5,chargeAirplane_5,chargeDorm_5,chargeLib_5,chargeStudentCenter_5,chargeDining_5,chargeClass_5,chargeLab_5,chargeWork_5,chargeTime1_5,chargeTime2_5,chargeTime3_5,chargeTime4_5,chargeTime5_5,chargeTime6_5,chargeTime7_5,phoneGetMonth_5,phoneGetYear_5,PhoneType_5,phoneModel_5
74413,19apr2017 11:26:59,19apr2017 13:32:08,0-4,no,no,,,,21100.0,42100.0,44200.0,,,,,,,,507.0,,,,"M.D., D.O., D.D.S., or D.V.M.",no,no,,,,,,No,,,,,,,,,Not at all,Less than 1-2 times a month,Not at all,Not at all,Not at all,Less than 1-2 times a month,Three times a week or more,Not at all,Not at all,Not at all,Three times a week or more,Three times a week or more,Not at all,Not at all,Not at all,1-2 times a month,1-2 times a week,31 minutes an hour,Do not do,1-2 hours,more than 4 hours,15 minutes or less,31 minutes an hour,1-2 hours,16-30 minutes,Do not do,more than 4 hours,Do not do,0.90909094,16900.0,,,,,Heterosexual or straight,I have not had sexual contact,Only attracted to females,Electronic/Dance/Club,Rap/Hip-Hop,Hymns or Gospel,Hymns or Gospel,Blues/R&B,Country,Heavy Metal,Heavy Metal,Contemporary rock,Contemporary rock,52100.0,26300.0,52900.0,26300.0,26300.0,no,,,,,,,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1.6,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,3.3333333,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,0.31492376,-0.61500812,-0.54838473,50.0,89.0,94.0,39.0,58.0,94.0,86.0,74.0,71.0,97.0,49.0,55.0,63.0,100.0,100.0,100.0,47.0,100.0,75.888885,Happy,Good,Neutral,Somewhat satisfied,Somewhat satisfied,Neutral,Neutral,Neutral,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,3.8888888,210.0,6.0,no,,,,,5.0,10.0,5.0,10.0,6.0,Definintely True,7.0,7.5,7.5,Agree,no,,,,,,,no,,,,,,,No,No,,,,No,,,,"Mildly, but it didn't bother me much",Not at all,Not at all,"Mildly, but it didn't bother me much","Mildly, but it didn't bother me much","Mildly, but it didn't bother me much","Mildly, but it didn't bother me much",Not at all,"Mildly, but it didn't bother me much","Mildly, but it didn't bother me much",Not at all,Not at all,"Mildly, but it didn't bother me much",Not at all,"Mildly, but it didn't bother me much",Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,9.0,low,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,Almost never,yes,no,no,no,yes,no,no,no,1:00,0.0,minimal,am,20.0,9:30,am,7.0,Once per week,20.0,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Rarely or none of the time (less than 1 day),No,Not during the past month,Fairly good,Not during the past month,Not during the past month,Not during the past month,8.5,5.0,Good Sleep,no,,,Liberal,Democrat,,1,Not Sure,Strongly Agree,Yes,No,Has probably been happening,Mostly by human activity,,Should be doing a great deal more,I usually do not charge my phone when I am in bed.,,,,Frequently,Never,,USB port,,Never,Very Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Often,Never,Febuary,2015.0,Android,
38824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79352,17apr2017 19:32:06,17apr2017 21:48:06,0-4,no,no,,,,41100.0,41200.0,41300.0,41200.0,25200.0,,,,,,110.0,129.0,,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,,,Yes,,yes,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a month,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,Three times a week or more,1-2 times a month,1-2 times a month,Less than 1-2 times a month,1-2 times a month,Three times a week or more,Do not do,Do not do,16-30 minutes,more than 4 hours,15 minutes or less,15 minutes or less,16-30 minutes,Do not do,3-4 hours,3-4 hours,15 minutes or less,0.63636363,,,32900.0,,13200.0,Heterosexual or straight,I have not had sexual contact,Only attracted to males,Contemporary Christian,Film Soundtracks,,,,Rap/Hip-Hop,Blues/R&B,Rap/Hip-Hop,Electronic/Dance/Club,,26300.0,26300.0,39200.0,54100.0,26400.0,no,,,,,,,Sometimes,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Very Often,Sometimes,Sometimes,Fairly Often,1.9,Agree,Strongly Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,4.0,Somewhat Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,-1.0010053,-0.5286963,-0.79524398,20.0,9.0,31.0,17.0,10.0,10.0,9.0,20.0,49.0,53.0,8.0,18.0,39.0,11.0,34.0,37.0,16.0,53.0,24.666666,Pretty Happy,Good,Somewhat satisfied,Satisfied,Somewhat satisfied,Neutral,Somewhat satisfied,Satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Neutral,4.5555553,150.0,5.75,no,,,,,2.0,7.0,6.0,5.0,5.0,,6.0,7.0,6.5,Somewhat Agree,no,,,,,,,no,,,,,,,No,No,,,,No,,,,Not at all,"Mildly, but it didn't bother me much",Not at all,Moderately bothered me at times,"Mildly, but it didn't bother me much",Not at all,Not at all,"Mildly, but it didn't bother me much",Not at all,Moderately bothered me at times,Not at all,Not at all,Not at all,Not at all,Moderately bothered me at times,Not at all,"Mildly, but it didn't bother me much","Mildly, but it didn't bother me much","Mildly, but it didn't bother me much",Not at all,Not at all,12.0,low,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,Sometimes,yes,no,no,no,yes,no,no,no,1:00,11.0,minimal,am,5.0,7:30,am,6.0,Once per week,70.0,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Rarely or none of the time (less than 1 day),No,Not during the past month,Fairly good,Not during the past month,Not during the past month,Less than once a week,6.5,6.0,Disturbed Sleep,no,,,Conservative,Independent,Republican,5,never permitted,Agree,Yes,No,Has probably been happening,Mostly by human activity,,Is doing the right amount,I plug it in when I go to bed and unplug it when I wake up.,Wall adapter,,,Occasionally,Always,,USB port,,Never,Very Frequently,Occasionally,Never,Never,Never,Never,Never,Rarely,Rarely,Occasionally,Rarely,Rarely,Occasionally,Often,May,2015.0,iPhone,iPhone 6
30814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50976,17apr2017 20:36:11,17apr2017 22:21:03,0-4,no,no,,,,43100.0,43300.0,45900.0,45200.0,,,,,,,305.0,,125.0,316.0,"Bachelor's degree (B.A., B.S., etc.)",yes,yes,,,yes,,,No,,,,,,,,,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,Three times a week or more,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Three times a week or more,1-2 times a month,1-2 times a week,1-2 times a month,Not at all,Less than 1-2 times a month,1-2 times a week,31 minutes an hour,15 minutes or less,2-3 hours,more than 4 hours,3-4 hours,2-3 hours,3-4 hours,31 minutes an hour,16-30 minutes,2-3 hours,15 minutes or less,2.4545455,,,14400.0,,,Gay or lesbian,Men only,Mostly attracted to males,Rap/Hip-Hop,Top 40/Pop,Blues/R&B,,,Electronic/Dance/Club,Country,Contemporary rock,,,,,,,,no,,,,,,,Fairly Often,Very Often,Fairly Often,Fairly Often,Almost Never,Sometimes,Sometimes,Almost Never,Sometimes,Sometimes,2.5,Neither Agree nor Disagree,Agree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,2.1666667,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,1.0744479,-0.87241721,0.4238244,69.0,84.0,72.0,61.0,81.0,82.0,81.0,77.0,25.0,98.0,50.0,43.0,76.0,89.0,96.0,37.0,18.0,75.0,67.444443,Not so happy,Excellent,Satisfied,Satisfied,Somewhat satisfied,Satisfied,Somewhat dissatisfied,Very satisfied,Very satisfied,Neutral,Neutral,5.3333335,155.0,5.6666665,no,,,,,8.0,9.0,8.0,9.0,7.0,Definintely True,5.5,7.0,6.0,Strongly Disagree,no,,,,,,,yes,Chronic,Sleep Issue,Chronic,Mental,,,Yes,No,,,,No,,,,Not at all,Not at all,Not at all,"Mildly, but it didn't bother me much","Mildly, but it didn't bother me much",Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,2.0,low,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,Sometimes,yes,no,no,no,no,yes,no,no,2:30,15.0,mild,am,10.0,8:30,am,6.0,Once per week,20.0,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Rarely or none of the time (less than 1 day),No,Not during the past month,Fairly good,Not during the past month,Not during the past month,Less than once a week,6.0,5.0,Good Sleep,no,,,Slightly liberal,Democrat,,2,always be able to obtain an abortion,Strongly Agree,No,No,Has probably been happening,Mostly by human activity,,Should be doing a great deal more,I plug it in when I go to bed and unplug it when I wake up.,Wall adapter,,,Never,,Wall adapter,,,Occasionally,Very Frequently,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Often,September,2016.0,iPhone,iPhone 7 Plus
55533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12156,21apr2017 11:15:02,21apr2017 12:24:06,0-4,no,no,,,,43600.0,,,,,,,,,,503.0,,,,"M.D., D.O., D.D.S., or D.V.M.",no,no,,,,,,No,,,,,,,,,Not at all,1-2 times a week,1-2 times a month,Not at all,Not at all,1-2 times a month,1-2 times a week,1-2 times a month,1-2 times a month,Not at all,1-2 times a week,1-2 times a month,1-2 times a week,1-2 times a week,1-2 times a month,Less than 1-2 times a month,1-2 times a month,16-30 minutes,Do not do,1-2 hours,1-2 hours,15 minutes or less,31 minutes an hour,16-30 minutes,Do not do,Do not do,1-2 hours,16-30 minutes,1.1818181,13900.0,11300.0,13900.0,,,Heterosexual or straight,Women only,Only attracted to females,Rap/Hip-Hop,Country,Top 40/Pop,,,Heavy Metal,Electronic/Dance/Club,,,,,,,,,no,,,,,,,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,Almost Never,1.4,Disagree,Agree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,2.0,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,-1.4960105,1.1593968,0.85787034,42.0,69.0,83.0,31.0,67.0,14.0,16.0,88.0,77.0,98.0,49.0,41.0,74.0,83.0,60.0,91.0,57.0,39.0,59.944443,Pretty Happy,Good,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,6.0,165.0,6.0,no,,,,,7.0,8.0,5.0,8.0,6.0,Definintely True,6.0,7.0,7.0,Somewhat Disagree,no,,,,,,,no,,,,,,,No,No,,,,No,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Mildly, but it didn't bother me much",Not at all,"Mildly, but it didn't bother me much","Mildly, but it didn't bother me much",Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Mildly, but it didn't bother me much","Mildly, but it didn't bother me much",Not at all,Not at all,Not at all,5.0,low,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,Sometimes,yes,no,no,no,yes,no,no,no,1:00,0.0,minimal,am,5.0,9:15,am,6.0,2-3 times per week,90.0,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Once or twice a week,Less than once a week,Not during the past month,Rarely or none of the time (less than 1 day),No,Not during the past month,Fairly good,Not during the past month,Not during the past month,Not during the past month,8.25,7.0,Disturbed Sleep,no,,,Conservative,Republican,,6,"only in case of rape, incest, or when the woman's life is in danger",Strongly Disagree,No,No,Has probably been happening,Mostly by human activity,,Is doing the right amount,I plug it in when I go to bed and unplug it when I wake up.,Wall adapter,,,Occasionally,Occasionally,Wall adapter,USB port,,Never,Frequently,Occasionally,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Rarely,Rarely,Rarely,Rarely,Occasionally,Often,December,2014.0,iPhone,iPhone 6
