egoid,degreeintent_2,majorevent_2
60008,"Master's Degree (M.A., M.S., MBA, etc.)",yes
66542,Ph.D or Ed.D.,no
55881,"Master's Degree (M.A., M.S., MBA, etc.)",yes
86265,"Master's Degree (M.A., M.S., MBA, etc.)",no
10732,"Master's Degree (M.A., M.S., MBA, etc.)",no
22119,"Master's Degree (M.A., M.S., MBA, etc.)",yes
50797,"Bachelor's degree (B.A., B.S., etc.)",yes
39564,"Master's Degree (M.A., M.S., MBA, etc.)",no
39285,"Bachelor's degree (B.A., B.S., etc.)",yes
22460,"Master's Degree (M.A., M.S., MBA, etc.)",no
25172,"Bachelor's degree (B.A., B.S., etc.)",no
77134,Ph.D or Ed.D.,no
22143,Ph.D or Ed.D.,yes
93766,"Bachelor's degree (B.A., B.S., etc.)",no
45097,Ph.D or Ed.D.,no
95490,"Bachelor's degree (B.A., B.S., etc.)",yes
66979,Ph.D or Ed.D.,no
23253,"Master's Degree (M.A., M.S., MBA, etc.)",no
12900,J.D. (Law),no
90079,"Master's Degree (M.A., M.S., MBA, etc.)",yes
47584,"M.D., D.O., D.D.S., or D.V.M.",yes
97990,"Master's Degree (M.A., M.S., MBA, etc.)",no
91429,"M.D., D.O., D.D.S., or D.V.M.",no
82269,"M.D., D.O., D.D.S., or D.V.M.",no
22842,"Bachelor's degree (B.A., B.S., etc.)",yes
31311,Ph.D or Ed.D.,yes
33084,"M.D., D.O., D.D.S., or D.V.M.",no
14279,"Master's Degree (M.A., M.S., MBA, etc.)",no
91932,"M.D., D.O., D.D.S., or D.V.M.",no
32404,"Master's Degree (M.A., M.S., MBA, etc.)",no
73577,J.D. (Law),no
70561,"Bachelor's degree (B.A., B.S., etc.)",no
43177,"Bachelor's degree (B.A., B.S., etc.)",no
36501,"Bachelor's degree (B.A., B.S., etc.)",no
26857,Ph.D or Ed.D.,no
28327,Ph.D or Ed.D.,no
42674,"Bachelor's degree (B.A., B.S., etc.)",no
79897,"M.D., D.O., D.D.S., or D.V.M.",no
64978,"M.D., D.O., D.D.S., or D.V.M.",no
70434,"Master's Degree (M.A., M.S., MBA, etc.)",no
52302,"M.D., D.O., D.D.S., or D.V.M.",no
97050,"Bachelor's degree (B.A., B.S., etc.)",no
46418,"M.D., D.O., D.D.S., or D.V.M.",yes
86691,"M.D., D.O., D.D.S., or D.V.M.",no
93002,"Bachelor's degree (B.A., B.S., etc.)",no
92618,J.D. (Law),yes
17470,"Master's Degree (M.A., M.S., MBA, etc.)",no
74211,"M.D., D.O., D.D.S., or D.V.M.",yes
35180,Ph.D or Ed.D.,no
89142,"Master's Degree (M.A., M.S., MBA, etc.)",no
24898,"M.D., D.O., D.D.S., or D.V.M.",yes
74413,"M.D., D.O., D.D.S., or D.V.M.",no
38824,J.D. (Law),no
51723,Ph.D or Ed.D.,yes
79352,"M.D., D.O., D.D.S., or D.V.M.",no
30814,Ph.D or Ed.D.,no
94456,"Master's Degree (M.A., M.S., MBA, etc.)",no
70661,J.D. (Law),no
50976,"Bachelor's degree (B.A., B.S., etc.)",no
55533,Ph.D or Ed.D.,no
12156,"M.D., D.O., D.D.S., or D.V.M.",no
76485,"M.D., D.O., D.D.S., or D.V.M.",no
33239,"M.D., D.O., D.D.S., or D.V.M.",no
72570,"Bachelor's degree (B.A., B.S., etc.)",no
67574,"Master's Degree (M.A., M.S., MBA, etc.)",no
42231,"Master's Degree (M.A., M.S., MBA, etc.)",yes
44639,"M.D., D.O., D.D.S., or D.V.M.",no
64072,J.D. (Law),no
84960,"Bachelor's degree (B.A., B.S., etc.)",yes
43809,"Bachelor's degree (B.A., B.S., etc.)",no
31033,"Master's Degree (M.A., M.S., MBA, etc.)",no
39301,"Master's Degree (M.A., M.S., MBA, etc.)",yes
10469,"M.D., D.O., D.D.S., or D.V.M.",no
77789,"Bachelor's degree (B.A., B.S., etc.)",no
47024,"Master's Degree (M.A., M.S., MBA, etc.)",no
88582,J.D. (Law),no
73897,"Master's Degree (M.A., M.S., MBA, etc.)",no
83470,J.D. (Law),no
26272,"M.D., D.O., D.D.S., or D.V.M.",no
88882,"Bachelor's degree (B.A., B.S., etc.)",no
62510,"M.D., D.O., D.D.S., or D.V.M.",no
96828,"Master's Degree (M.A., M.S., MBA, etc.)",no
64406,"Master's Degree (M.A., M.S., MBA, etc.)",no
31985,"Master's Degree (M.A., M.S., MBA, etc.)",no
91337,J.D. (Law),no
87664,Ph.D or Ed.D.,no
19245,"Master's Degree (M.A., M.S., MBA, etc.)",no
83748,"Master's Degree (M.A., M.S., MBA, etc.)",yes
49915,"Bachelor's degree (B.A., B.S., etc.)",yes
51865,"Master's Degree (M.A., M.S., MBA, etc.)",no
78407,"Bachelor's degree (B.A., B.S., etc.)",no
93787,Ph.D or Ed.D.,no
38914,J.D. (Law),no
37594,"Master's Degree (M.A., M.S., MBA, etc.)",no
19833,Ph.D or Ed.D.,no
17270,"Master's Degree (M.A., M.S., MBA, etc.)",no
40864,"Master's Degree (M.A., M.S., MBA, etc.)",no
55340,Ph.D or Ed.D.,no
18707,"Bachelor's degree (B.A., B.S., etc.)",yes
26718,"Master's Degree (M.A., M.S., MBA, etc.)",no
63347,Other,no
35824,J.D. (Law),no
48826,"Master's Degree (M.A., M.S., MBA, etc.)",no
11454,"Bachelor's degree (B.A., B.S., etc.)",no
93246,"Master's Degree (M.A., M.S., MBA, etc.)",yes
75341,"Master's Degree (M.A., M.S., MBA, etc.)",no
35925,"Bachelor's degree (B.A., B.S., etc.)",yes
