egoid,SelfEsteem_3,SRQE_Ext_3,SRQE_Introj_3,SRQE_Ident_3,SRQE_Intrin_3,selsa_rom_3,selsa_fam_3,selsa_soc_3,selfreg_scale_3
72912,39.0,1.25,1.75,5.75,5.75,-1.6999776,-0.60923529,-0.69704527,1.1666666
91484,31.0,4.0,4.0,4.0,4.0,0.4850007,-0.62121314,-0.77521485,3.0
24833,40.0,1.5,2.5,6.0,4.25,-0.15175621,-0.39295468,-0.85571438,3.1666667
84502,46.0,7.0,7.0,7.0,7.0,0.62788105,-0.63960594,-0.73411131,2.0
78783,45.0,2.5,3.5,5.5,5.5,0.76425344,-0.45706517,-0.60067648,1.9166666
25197,46.0,2.5,4.5,7.0,6.25,1.1640339,-0.084582701,-0.56048566,1.4166666
23270,36.0,3.5,5.5,7.0,6.25,0.14194746,-0.64056671,-0.71856821,1.25
69807,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
92716,50.0,1.0,2.5,6.5,6.75,-1.3645372,-0.58925766,-0.74828398,1.0833334
56058,34.0,4.0,4.0,4.0,4.0,1.0677234,0.54308307,1.471553,3.0
70125,30.0,1.0,5.0,7.0,6.5,0.71930295,-0.51838201,0.67091608,2.5833333
67192,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
12029,34.0,1.0,1.0,6.25,5.75,0.69446176,0.55189717,0.69077462,2.5833333
70745,47.0,1.0,1.5,5.75,5.25,0.78028041,-0.61347842,-0.86083257,1.5
43255,39.0,2.0,4.75,7.0,7.0,-1.2818719,-0.58317542,-0.76029366,1.4166666
93856,37.0,3.0,3.25,3.25,2.0,0.44272375,-0.16677791,0.3506465,2.6666667
10237,30.0,4.5,4.75,5.0,5.0,-1.3390979,0.62835497,1.2237583,2.9166667
97448,41.0,1.0,3.75,5.25,4.5,-1.7216235,1.3230181,-0.61460525,2.0
86974,50.0,1.0,4.0,7.0,7.0,1.0459939,-0.43027478,-0.81566876,1.3333334
54098,29.0,3.25,3.75,6.5,5.75,-0.19398163,0.21487141,0.37803176,3.1666667
66156,25.0,1.0,4.0,5.25,5.5,0.55457366,-0.16214754,-1.0348455,2.8333333
67177,37.0,2.25,3.75,7.0,7.0,-1.5491638,-0.61177659,-0.68636036,1.8333334
22540,35.0,1.5,2.25,5.5,4.5,0.96107942,-1.0821817,1.2227843,2.5833333
15586,17.0,3.25,5.25,4.25,2.25,0.52441669,4.4493823,-0.13205858,2.9166667
18611,28.0,2.25,4.0,6.75,6.0,0.28200936,1.0759612,0.59420496,2.25
87328,49.0,1.0,1.25,6.5,6.25,-0.18242784,-0.55286521,-0.9093405,1.25
57045,36.0,1.25,4.25,6.75,4.5,1.0890806,-0.65981281,-0.6996879,2.9166667
49497,30.0,3.5,4.75,5.75,5.5,-1.7417344,-0.6127578,0.2167908,2.3333333
15031,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
79607,37.0,1.75,2.5,6.75,6.75,0.17316958,3.1283607,-0.6136142,1.9166666
41952,40.0,2.0,4.0,6.0,4.75,0.31234562,1.0835353,-1.0689367,2.0833333
17183,44.0,1.0,1.5,5.5,2.5,0.47920913,-0.14666507,-1.0343424,2.8333333
54435,35.0,1.0,1.0,5.0,6.0,1.0274436,-0.35679811,-0.19491632,2.25
38554,34.0,1.0,2.75,5.75,6.0,-1.4165052,0.55839223,-0.36169821,2.0
38293,35.0,3.25,3.5,4.75,4.75,-1.4168011,-0.8376984,0.30425426,2.6666667
33785,33.0,1.0,2.75,7.0,6.25,0.54419631,-0.65784866,1.4685227,2.4166667
44310,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
33009,50.0,3.75,4.0,4.0,4.25,0.25650033,-0.70257318,1.4285605,2.25
31294,44.0,1.0,3.0,6.0,6.0,0.9958638,-0.72322839,0.49669752,1.6666666
91726,40.0,5.0,5.0,5.0,5.0,0.37179407,0.24029174,0.22401263,2.1666667
59355,34.0,2.25,4.0,4.75,4.75,-1.5170652,0.24201612,0.33556783,2.5
96184,40.0,1.25,2.75,6.0,4.25,-1.4585924,0.16582543,-0.64414108,1.9166666
70005,26.0,3.0,3.75,5.0,4.75,0.95373595,-0.27630857,4.4820185,4.1666665
64157,36.0,1.25,3.25,7.0,7.0,-1.7176944,-0.30351177,-0.17910096,2.1666667
68050,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
79395,40.0,1.0,2.5,6.5,7.0,0.63266003,-0.64395744,-0.73731154,1.6666666
59863,47.0,1.0,2.25,4.75,6.0,-0.3693589,-0.59147048,-0.82986915,1.9166666
63419,46.0,3.0,3.0,4.5,3.5,-1.1210381,-0.2747494,-0.41513187,2.25
22913,38.0,2.0,2.0,5.0,5.0,-1.6347334,-0.61594397,-0.67218941,1.3333334
91313,37.0,3.25,4.0,6.0,5.25,1.1517576,-0.35180533,-0.21050403,2.3333333
14511,42.0,2.25,3.25,5.25,5.25,-0.074978322,0.033708774,-0.96986377,2.1666667
73962,36.0,2.5,3.5,5.25,4.0,0.92028767,-0.01462214,0.27183545,2.6666667
48969,14.0,1.0,2.5,7.0,5.5,0.86484128,1.1709918,5.1212873,1.5833334
10153,48.0,1.0,2.0,6.75,7.0,0.78559887,-0.62681741,-0.75272268,2.0833333
79731,30.0,1.75,1.75,1.5,1.25,1.1512036,0.78737932,-0.75584453,3.5
64296,44.0,1.25,1.5,5.25,5.25,-1.1163806,0.25528505,0.30918491,2.8333333
17569,43.0,1.0,1.5,3.5,4.5,0.70264435,-0.6017943,-0.87708026,2.1666667
77036,40.0,1.0,1.75,5.25,4.5,0.9287762,1.6886001,-0.1649491,2.4166667
53518,38.0,1.0,1.25,5.5,5.25,0.95016539,-0.045978475,-0.57545698,2.0
92340,31.0,1.0,3.25,6.75,6.25,0.91495931,-0.0006985619,-0.98967886,2.25
82986,49.0,1.0,2.5,6.5,5.0,0.32744476,-0.58845508,-0.8228665,1.8333334
61772,46.0,1.0,1.75,6.5,6.75,-1.0788491,0.94586384,-0.22184412,1.75
70566,46.0,1.75,4.0,7.0,7.0,-1.6999776,-0.60923529,-0.69704527,1.75
11402,38.0,2.0,4.0,6.0,6.5,0.7134183,-0.0081459126,0.39297181,3.0
38610,46.0,1.0,1.75,5.0,4.0,0.62821561,-0.36264101,-0.83517802,1.8333334
77711,38.0,1.5,3.0,3.5,3.25,0.99013412,1.6597233,-1.5008407,2.6666667
17020,41.0,1.0,2.0,4.75,5.25,-1.5759969,-0.18145557,1.4028746,2.1666667
48676,38.0,1.0,3.75,5.75,4.5,-1.6999776,-0.60923529,-0.69704527,1.8333334
29885,35.0,1.0,3.0,6.5,6.5,0.39684698,-0.97777903,1.1619653,2.3333333
79167,50.0,1.0,1.75,6.75,6.0,0.43214834,-0.61947995,-0.80867887,1.5
43710,37.0,1.5,3.0,6.5,5.5,-0.19887163,-0.63819158,-0.67951554,1.6666666
22455,40.0,2.0,4.0,7.0,7.0,-1.591893,-1.2693161,2.0373063,1.25
57443,48.0,1.25,2.0,5.75,5.5,0.01145898,-0.62714934,-0.76827985,1.8333334
96469,44.0,2.0,3.75,5.25,4.5,0.68293172,-0.10484002,-1.0151902,2.75
94579,30.0,4.0,4.0,4.0,4.0,-0.4451786,1.9478321,2.393703,3.0
29257,44.0,1.5,2.75,5.0,5.25,-0.0095125465,-0.66670829,0.43376163,1.4166666
23518,36.0,2.25,4.0,5.5,3.75,0.75795352,-0.84316307,1.1532465,2.4166667
49539,49.0,4.0,3.5,4.75,4.0,-1.6999776,-0.60923529,-0.69704527,2.4166667
63904,30.0,1.0,2.0,4.75,4.25,0.79520857,-0.15261912,0.60556489,2.25
82490,44.0,1.5,3.25,6.0,6.0,0.96362132,-0.62862903,-0.77765691,2.0
20335,50.0,1.0,1.0,5.5,6.75,-1.6999776,-0.60923529,-0.69704527,2.1666667
35031,50.0,1.0,2.75,4.25,4.25,-1.4664985,-0.60569429,-0.69836998,1.9166666
88185,46.0,1.0,2.5,4.75,4.75,1.0412574,-0.64031315,-0.76140922,1.8333334
35344,27.0,2.0,2.5,5.5,5.25,1.1065016,-0.64702183,-0.73655337,1.9166666
31175,37.0,2.0,4.5,5.75,5.0,0.78028041,-0.61347842,-0.86083257,2.1666667
50666,34.0,1.0,3.0,5.25,4.5,0.90885109,-1.0219674,0.88448417,2.3333333
98624,37.0,2.5,4.0,4.0,4.0,0.90903795,-1.0345708,2.7718735,2.4166667
42617,35.0,1.5,3.5,6.0,4.75,1.113117,0.62599832,0.21344624,2.0833333
58793,35.0,2.5,5.0,6.0,6.0,0.65626496,0.93886191,-0.1967542,2.4166667
25125,38.0,2.25,3.5,5.25,4.75,-1.4646237,-0.60813087,-0.69940889,3.0
25548,38.0,2.0,3.5,5.25,4.5,1.0183146,-0.48260313,-0.51036716,2.3333333
25966,38.0,1.75,2.0,5.25,4.5,0.37244087,-0.75933474,-0.0872114,1.9166666
96689,36.0,2.5,3.5,4.75,3.0,0.85008007,-0.044089079,0.32263726,2.75
43581,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
75578,50.0,1.0,2.75,6.25,6.75,-1.6999776,-0.60923529,-0.69704527,1.25
91551,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
33657,37.0,2.25,3.5,5.75,5.0,0.71704715,0.9130283,-0.94228792,3.3333333
65656,35.0,3.5,5.5,6.0,5.25,-1.756695,0.32992908,-0.0086244596,1.8333334
36117,49.0,2.75,4.0,4.75,2.5,-1.792058,-1.1081532,1.6169181,2.75
82587,35.0,1.0,2.5,6.25,5.5,-0.27011135,0.097349688,0.69667655,1.9166666
14690,41.0,2.5,4.5,4.5,3.0,-1.6975126,-0.40299523,-0.76805556,3.25
77532,47.0,1.0,1.0,4.5,5.5,-1.3618171,-0.59465253,-0.74923939,1.4166666
92515,46.0,1.0,2.75,6.0,5.0,-1.4909276,0.98953062,-0.5089221,2.0
97844,45.0,1.25,2.25,6.5,5.25,-1.6999776,-0.60923529,-0.69704527,1.9166666
49790,49.0,1.0,2.0,5.5,6.5,0.79533321,-0.65876621,-0.49670807,2.4166667
71592,30.0,4.0,4.0,4.0,4.0,-0.4451786,1.9478321,2.393703,3.0
15181,47.0,1.5,3.25,6.0,4.75,0.54162854,-0.75619948,-0.34508073,1.75
48154,48.0,1.0,2.5,6.0,4.25,0.8331328,-0.61521167,-0.82736862,1.75
21793,42.0,1.5,2.25,5.75,5.5,0.90947783,0.029532237,2.1562774,2.1666667
17932,48.0,1.0,4.25,6.75,6.0,0.44885325,0.28789029,-0.88339567,1.6666666
80429,35.0,1.5,4.75,5.25,4.0,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,3.0833333
75149,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
61659,20.0,5.0,4.25,4.5,3.0,-0.27355936,-0.40257648,-0.11730676,3.6666667
81420,39.0,2.25,3.0,6.0,5.75,-1.4776396,-0.66163641,-0.38596466,1.5833334
33740,36.0,1.75,3.25,5.75,4.75,0.88265121,0.18776239,-0.7097863,2.6666667
87192,31.0,1.75,2.25,5.75,5.25,0.98563969,0.42949688,0.2170227,2.75
67709,44.0,1.0,2.5,6.75,5.75,0.56919825,-0.39978498,-0.018785162,2.3333333
36552,41.0,1.0,3.25,6.0,5.75,-1.6999776,-0.60923529,-0.69704527,2.25
14301,33.0,1.75,3.75,6.0,5.5,0.91300601,-0.70442516,2.0967646,2.0833333
63138,50.0,2.0,2.5,3.5,3.0,-1.71188,-0.66628468,-0.36727536,1.3333334
51298,38.0,1.5,2.75,4.75,3.75,0.26737121,-0.084839925,-0.61894685,2.75
74632,34.0,1.25,1.75,4.25,4.5,-1.4387717,-0.366815,0.82256192,2.0833333
16654,40.0,1.0,2.0,6.75,6.0,-1.6975126,-0.40299523,-0.76805556,2.0
54394,50.0,2.5,3.75,6.75,6.5,-1.4522319,-0.61310637,-0.70801705,1.9166666
84768,30.0,5.0,5.5,7.0,6.5,-1.7036144,-0.68862802,-0.35277456,2.1666667
29134,39.0,1.75,3.25,4.0,3.25,-0.42673123,0.22085279,0.37054092,2.1666667
24029,35.0,1.25,4.0,7.0,7.0,0.21498346,0.40684921,0.32448041,1.75
35361,46.0,2.5,4.0,6.75,6.25,0.36964959,-0.58561504,-0.87694824,1.4166666
49086,41.0,2.0,2.5,4.5,3.5,-0.33816066,-0.39780143,-0.78265536,3.0833333
85503,32.0,3.5,4.75,6.0,4.25,-0.052834529,1.6459413,-1.298708,2.6666667
10732,24.0,2.75,4.25,6.0,4.5,0.95859206,-0.64639544,-0.7493996,3.1666667
39564,42.0,1.75,3.75,5.25,5.5,0.96726453,-0.38865432,0.14184183,2.25
22460,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
25172,50.0,1.25,2.0,7.0,7.0,-0.086072735,-0.60781831,-0.76200956,1.1666666
22143,35.0,2.5,3.75,6.25,6.0,1.000432,-0.5086472,-0.11867032,2.0
95490,40.0,2.0,4.0,6.0,5.0,0.57575297,-0.74677825,0.54164821,3.25
23253,36.0,4.25,4.5,5.75,5.25,-1.6999776,-0.60923529,-0.69704527,2.25
90079,34.0,3.0,3.75,3.0,3.75,-1.7398094,-0.56692082,0.22265066,2.25
47584,42.0,4.75,6.5,5.75,4.5,-1.476563,5.0113492,-2.2590914,3.4166667
97990,35.0,2.25,4.0,6.5,5.75,0.65587646,-0.09868741,-1.0147247,2.8333333
82269,30.0,2.0,3.5,4.0,4.0,0.562047,0.85990357,0.38568786,2.4166667
22842,33.0,1.75,1.75,6.0,5.25,0.76857895,0.90502626,1.0282743,3.1666667
33084,41.0,1.0,1.75,5.75,5.25,0.78028041,-0.61347842,-0.86083257,1.75
14279,38.0,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,-1.5181001,-0.28450391,0.48260769,1.9090909
91932,46.0,1.0,2.5,5.0,4.75,0.83828217,0.87701082,-1.0003058,1.6666666
32404,46.0,1.0,2.75,6.0,7.0,0.29906556,-0.60977691,-0.75256592,2.0
73577,34.0,1.25,2.0,6.5,5.5,0.64742643,1.1585172,1.2254872,2.0833333
43177,42.0,2.0,3.0,6.5,6.0,-1.2484499,-0.71576887,-0.062927432,2.4166667
26857,45.0,1.5,1.75,5.75,5.75,-1.1603458,-1.1951565,1.6755428,1.75
28327,28.0,2.0,4.25,5.5,5.0,1.0412574,-0.64031315,-0.76140922,2.5833333
64978,30.0,4.0,4.0,4.0,4.0,-0.4451786,1.9478321,2.393703,3.0
52302,43.0,1.0,1.75,4.5,5.0,0.3269476,-0.93365598,0.62654167,2.6666667
97050,34.0,1.75,4.25,7.0,7.0,1.0140135,2.6857634,-0.28442895,1.75
46418,30.0,4.0,4.0,4.0,4.0,-1.869138,2.0271292,2.0712593,3.0
93002,44.0,1.75,4.75,7.0,6.0,-0.50560218,-0.41013435,0.34759617,1.5833334
81930,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
56543,39.0,1.0,4.0,7.0,7.0,0.59691256,0.46191218,0.84414566,1.75
17470,26.0,2.0,3.0,4.0,3.75,0.78176957,-0.52694339,-0.21483955,3.25
35180,38.0,1.0,2.5,4.5,4.5,-1.7248958,-0.71979022,-0.053831104,2.25
89142,36.0,3.25,2.5,7.0,6.75,-0.38783348,-0.057826325,-0.66227788,2.0833333
24898,30.0,3.0,5.75,6.25,6.5,-1.7675321,4.2654829,-0.54046863,1.75
79352,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
50976,36.0,1.75,4.25,6.25,6.0,1.0066888,0.67051858,-0.28977385,2.25
55533,47.0,1.5,2.25,5.5,5.5,-1.4663484,0.25799081,1.2059367,1.5833334
12156,24.0,1.25,2.25,5.0,4.0,0.88065726,0.87043613,0.082515605,2.0
76485,38.0,1.0,3.0,6.25,6.25,-1.7046785,-0.25000626,-0.49254522,1.9166666
33239,39.0,1.25,2.75,5.0,4.75,1.0508839,0.4227882,0.24187854,2.5
72570,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
67574,33.0,2.5,5.25,6.25,6.0,0.38428977,-0.90863526,0.52043819,1.6666666
44639,34.0,1.5,2.5,5.75,4.25,-1.7956885,3.6265924,-0.52357405,1.75
43809,46.0,1.5,2.25,6.0,5.25,0.69820416,-0.65966678,-0.70476252,2.5
31033,34.0,1.0,4.0,5.0,5.0,0.7873174,0.897874,-1.1754611,2.25
10469,25.0,1.0,2.5,7.0,6.0,-1.8187627,-1.2495191,1.9704126,3.0
77789,44.0,1.0,3.25,6.75,6.0,1.1065016,-0.64702183,-0.73655337,1.25
88582,48.0,1.0,2.25,3.75,1.75,0.77547181,-0.56602377,-0.24330151,1.25
83470,39.0,1.25,2.25,3.5,3.0,0.78762406,0.10465047,0.50088829,2.6666667
67015,37.0,1.0,3.25,5.0,4.25,0.85850561,-0.66526866,-0.70052451,2.5833333
26272,47.0,1.75,3.5,5.0,5.0,0.74310488,-0.59855205,-0.83500814,2.0833333
88882,49.0,3.0,5.25,7.0,5.75,0.64554125,-0.74455655,-0.20478754,1.75
96828,47.0,1.0,3.0,6.25,5.5,0.99339885,-0.92946845,0.56770778,1.6666666
31985,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
91337,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
19245,37.0,2.25,4.5,5.505421686746988,6.25,1.0917635,0.85232913,1.0756612,2.0
83748,42.0,1.0,2.0,6.5,7.0,0.17098485,-0.78337574,0.13775606,1.8333334
49915,47.0,2.0,3.25,5.25,4.5,-1.6975126,-0.40299523,-0.76805556,2.1666667
51865,28.0,3.0,2.75,5.25,4.5,0.8643778,0.0013297056,0.58662695,3.4166667
78407,29.0,2.0,2.0,4.75,4.25,0.83245921,0.26332882,0.84421813,2.3333333
93787,31.0,1.0,2.75,6.0,5.0,0.83817774,-0.1011385,0.65240717,2.1666667
40864,27.0,1.75,1.0,3.25,1.5,0.564803,0.66339022,0.01660447,3.25
38313,29.0,1.0,2.5,6.5,5.0,-1.3858011,-1.2489502,4.8931131,1.8333334
55340,42.0,1.25,1.0,6.0,5.25,0.31446385,-0.54337353,-0.95831877,1.5833334
18707,48.0,1.0,2.25,7.0,7.0,1.0437224,-0.43407309,-0.83241951,1.25
63347,38.8472553699284,1.7661870503597121,3.0641486810551557,5.505421686746988,5.023980815347722,8.261390931863434e-10,1.1011990381643354e-09,-1.111750598855335e-09,2.261091776076555
35824,43.0,1.0,4.0,5.75,5.25,-0.12783071,0.035441987,-1.0033277,2.4166667
35925,28.0,4.5,5.75,5.5,5.0,0.7785002,-1.1317991,1.5681015,2.0833333
