egoid,AcademicPeriod,CourseReferenceNumber,FinalGrade
73918,201520,21681,A
73918,201750,179,A
73918,201750,180,A
73918,201510,13970,A
73918,201610,11324,A
73918,201750,248,A
73918,201520,21321,A
73918,201510,11794,S
73918,201750,238,A
73918,201520,23740,A
73918,201510,11382,A
73918,201820,23670,A
73918,201810,11200,A
73918,201820,21420,A
73918,201520,21190,S
73918,201620,21589,A
73918,201820,20831,A
73918,201610,11728,S
73918,201750,270,A
73918,201520,21615,A
73918,201750,271,A
73918,201620,20294,A
73918,201820,24433,A
73918,201620,20453,A
73918,201520,21695,A
73918,201520,24610,A
73918,201520,22683,A
73918,201820,21353,S
73918,201810,10506,A
73918,201810,11552,A
73918,201510,11817,A
73918,201750,183,A
73918,201510,12875,A
73918,201820,22996,A
73918,201620,21057,A
73918,201620,30386,A
73918,201810,11534,S
73918,201810,19329,A
73918,201810,12314,A
73918,201510,21097,A
73918,201510,10138,A
73918,201610,12383,A
73918,201610,11328,A
73918,201620,21122,S
73918,201900,3464,A-
73918,201520,21682,A
73918,201610,12734,A
73918,201750,114,A
73918,201610,11750,A
73918,201900,3463,A
73918,201620,21602,A
73918,201750,178,A
73918,201520,30300,A
73918,201610,17034,A
73918,201510,11908,B+
73918,201750,182,A
73918,201610,11634,A
73918,201810,12890,A
73918,201810,15131,A
73918,201820,20015,A
73918,201820,23690,A
73918,201810,12326,A
51437,201520,27491,B
51437,201820,23711,A
51437,201810,10782,A
51437,201820,28498,S
51437,201510,11651,A-
51437,201710,12551,A
51437,201610,11579,A
51437,201810,19893,A
51437,201610,11577,A-
51437,201610,20513,B+
51437,201720,21663,A
51437,201710,20179,B+
51437,201720,22152,A-
51437,201620,23265,A
51437,201710,11269,A
51437,201620,23260,A-
51437,201510,20463,A
51437,201720,21662,A-
51437,201510,13327,A-
51437,201510,10091,A
51437,201520,30288,A
51437,201620,21318,A
51437,201520,29690,A
51437,201810,13096,A
51437,201520,22014,A-
51437,201810,14064,A
51437,201820,21036,A
51437,201810,13006,A
51437,201820,23083,S
51437,201620,21334,A-
51437,201610,13477,A-
51437,201520,21897,A-
51437,201820,31031,A-
51437,201720,22157,A
51437,201810,13097,A-
51437,201710,13740,A
51437,201510,19522,A-
51437,201510,10676,B+
51437,201710,11268,A-
51437,201710,13622,A
51437,201710,11083,A-
51437,201610,13471,A-
51437,201820,21405,A
51437,201520,23067,A
51437,201610,14887,A-
51437,201520,21899,A
51437,201620,20906,A-
51437,201620,20355,A
51437,201720,22156,A
51437,201820,22571,S
51437,201620,20478,A-
51437,201510,11489,A-
21932,201810,18916,A-
21932,201620,20451,A
21932,201710,11170,A-
21932,201520,25659,A
21932,201510,15871,A
21932,201520,26446,A
21932,201720,26791,B+
21932,201820,29878,P
21932,201610,12154,A
21932,201620,21151,S
21932,201520,20571,A
21932,201510,18035,A
21932,201810,18715,B
21932,201810,11115,B+
21932,201620,21200,S
21932,201720,21424,B+
21932,201820,25335,A
21932,201620,23259,A
21932,201720,20559,B
21932,201510,10405,A
21932,201510,20409,A
21932,201610,19722,A
21932,201710,15934,A
21932,201620,25737,A-
21932,201620,26448,A
21932,201610,16361,A-
21932,201520,25182,A
21932,201520,30338,A
21932,201820,30443,A
21932,201720,26747,A
21932,201810,11670,A
21932,201710,18070,A-
21932,201710,14630,A-
21932,201520,21063,A
21932,201720,20509,A-
21932,201810,15142,S
21932,201810,12619,S
21932,201710,16427,A
21932,201710,11169,A-
21932,201820,21318,A-
21932,201510,14606,A-
21932,201510,13329,A
21932,201810,16105,B+
21932,201610,14890,A
21932,201710,10019,A
21932,201620,22080,A
21932,201610,13468,A-
67993,201710,17582,A
67993,201510,20433,A
67993,201810,19631,A
67993,201820,25038,A
67993,201520,26666,A-
67993,201620,20029,A
67993,201610,11345,A-
67993,201820,30100,A-
67993,201710,11615,A
67993,201720,24301,A
67993,201620,24329,A-
67993,201620,24767,A-
67993,201720,31203,A
67993,201810,13421,A
67993,201720,31165,A
67993,201510,10693,A
67993,201510,12215,B
67993,201710,17252,A
67993,201820,26226,A
67993,201520,21747,B+
67993,201520,25244,A
67993,201810,19363,A
67993,201610,17610,A
67993,201510,15154,A-
67993,201720,22533,A
67993,201620,21444,A
67993,201610,19557,A
67993,201520,30297,A
67993,201810,19871,A
67993,201710,16499,A-
67993,201610,11736,A-
67993,201610,11653,S
67993,201520,24352,S
67993,201520,20133,B
67993,201510,12807,A
67993,201520,29431,A
67993,201510,11873,B+
67993,201710,14115,A
67993,201820,21432,P
67993,201810,16689,A
67993,201720,28343,A
67993,201820,23640,A
49800,201710,15939,A
49800,201810,20025,A
49800,201810,19035,A
49800,201610,13470,A
49800,201520,23270,A
49800,201720,29752,A-
49800,201620,20572,A-
49800,201720,29757,A
49800,201720,23371,S
49800,201720,23971,A
49800,201820,21780,S
49800,201710,20014,B
49800,201610,16528,S
49800,201610,13472,A
49800,201620,27520,A
49800,201820,31552,A
49800,201510,20459,A
49800,201510,14078,A-
49800,201520,22641,A
49800,201520,30301,A
49800,201710,15927,A-
49800,201820,26223,A
49800,201820,24166,A
49800,201510,11691,A-
49800,201510,12369,B
49800,201510,10676,B+
49800,201720,24988,A
49800,201610,14879,A
49800,201710,14125,A
49800,201620,23260,B+
49800,201520,22098,C+
49800,201810,20544,A
49800,201720,22278,A
49800,201810,11547,A
49800,201620,26393,A-
49800,201710,20018,A
49800,201710,10784,A
49800,201820,22388,A
49800,201810,13408,A
49800,201610,14056,A
49800,201620,23263,A
49800,201620,22459,A
49800,201820,31299,A
49800,201820,23625,A
49800,201610,13130,A
49800,201520,22126,A
49800,201510,11932,A-
49800,201720,20938,A
49800,201620,24771,A-
49800,201510,15997,A
49800,201810,14091,A
49800,201720,31067,A
49800,201610,15184,A-
49800,201810,16445,A
49800,201710,12025,S
11002,201620,20906,B+
11002,201620,21203,A
11002,201820,28403,A
11002,201610,13471,A-
11002,201510,20392,A
11002,201520,25546,A-
11002,201710,12922,A
11002,201710,11269,A-
11002,201710,10808,A
11002,201610,12511,A-
11002,201510,13629,A
11002,201520,23065,A
11002,201820,23083,S
11002,201720,23012,A
11002,201810,18928,P
11002,201720,24729,A
11002,201620,21814,S
11002,201620,26997,A
11002,201710,11268,A
11002,201810,13096,A
11002,201610,14887,A-
11002,201820,21405,A
11002,201620,23260,A-
11002,201710,12088,A
11002,201710,10072,A-
11002,201720,31319,A
11002,201720,22219,A
11002,201810,13097,A-
11002,201610,11579,A
11002,201510,10676,A-
11002,201610,10072,A-
11002,201820,23482,A
11002,201620,24351,A
11002,201520,22675,A
11002,201520,21897,A
11002,201820,23082,S
11002,201620,21334,A-
11002,201520,21901,A
11002,201610,10600,A
11002,201610,13477,A
11002,201810,14064,A
11002,201520,30331,A
11002,201510,15994,A
11002,201510,12452,A-
11002,201520,21733,A
11002,201510,11969,A
11002,201510,14225,A
11002,201620,20374,A
11002,201620,22793,A
11002,201820,23415,A
11002,201720,24735,B+
11002,201620,23265,A
11002,201710,11673,B
11002,201810,11039,A
15134,201520,21765,B+
15134,201520,30367,A
15134,201820,27239,A
15134,201720,21073,A
15134,201720,22338,B
15134,201600,3697,A
15134,201610,10206,B+
15134,201720,22484,B
15134,201610,10004,B+
15134,201510,18035,A
15134,201620,21743,A
15134,201710,11753,A
15134,201710,11756,A-
15134,201620,20216,A-
15134,201810,11674,A-
15134,201710,11758,B
15134,201610,19984,B-
15134,201810,20025,B+
15134,201520,22159,B
15134,201720,24134,A-
15134,201620,24064,B+
15134,201810,12432,B+
15134,201600,3694,A
15134,201810,16703,B+
15134,201820,29941,A
15134,201520,26446,A
15134,201620,24133,A-
15134,201610,10788,B+
15134,201510,20469,A
15134,201510,13328,B+
15134,201520,21135,B+
15134,201510,19628,B
15134,201720,21363,A-
15134,201810,17193,A-
15134,201710,15835,A
15134,201610,12154,B-
15134,201820,30661,A
15134,201520,21742,A-
15134,201610,12442,B+
15134,201820,27235,A-
15134,201710,11755,B
15134,201620,21806,S
15134,201510,12215,A
15134,201620,26770,A
34062,201520,22126,B-
34062,201610,17173,A
34062,201810,19509,A
34062,201620,26393,A-
34062,201810,14729,A
34062,201620,26532,A
34062,201820,22836,A
34062,201720,30253,A
34062,201620,29656,S
34062,201710,14082,A
34062,201820,23710,A-
34062,201520,30066,A-
34062,201710,14606,A
34062,201620,21667,A-
34062,201510,20406,A
34062,201810,14511,A
34062,201810,15233,A
34062,201520,23521,A
34062,201610,11858,A
34062,201520,30261,A
34062,201510,13723,B+
34062,201710,11083,A
34062,201710,10081,A
34062,201720,23971,A
34062,201520,30174,A
34062,201520,20184,B
34062,201710,15939,A
34062,201720,24988,A
34062,201720,30006,A
34062,201610,11204,A
34062,201610,20742,A
34062,201720,23370,S
34062,201620,22462,A
34062,201600,3049,A
34062,201720,24534,A
34062,201610,11087,A-
34062,201510,13327,C+
34062,201610,14056,B
34062,201710,13617,S
34062,201810,17017,S
34062,201620,20572,B
34062,201510,12207,A-
34062,201810,13431,A
34062,201720,30809,B+
34062,201510,11864,A-
34062,201510,19731,A
34062,201600,2311,B
34062,201710,14125,A
59097,201520,30414,B+
59097,201510,19485,B
59097,201610,13262,A-
59097,201720,29812,A
59097,201620,25240,A-
59097,201820,30573,B+
59097,201720,21388,A-
59097,201820,27019,P
59097,201510,15994,A
59097,201610,20450,B+
59097,201810,16190,A
59097,201710,19626,B+
59097,201720,29854,A-
59097,201610,11315,A-
59097,201510,11377,A
59097,201810,16354,A
59097,201710,20031,A
59097,201620,25318,A
59097,201610,11129,B+
59097,201600,3992,B+
59097,201720,20257,A
59097,201820,30574,A
59097,201820,25289,A
59097,201620,20191,A-
59097,201620,23840,A-
59097,201610,15327,A
59097,201810,14463,A-
59097,201520,30258,A
59097,201600,3991,A-
59097,201710,11213,A
59097,201510,21098,A
59097,201710,20442,A
59097,201810,18755,A-
59097,201810,16218,B+
59097,201820,22462,A-
59097,201520,22014,A-
59097,201710,19679,A-
59097,201620,22516,A-
59097,201810,16191,A-
59097,201720,25882,A
59097,201810,16188,B+
59097,201520,25241,A-
59097,201720,29626,A
59097,201520,29378,A
59097,201510,11024,B+
59097,201620,21828,B
59097,201510,15154,A
59097,201710,20512,A
21971,201610,13471,B
21971,201810,19536,S
21971,201610,11087,B+
21971,201620,23262,A
21971,201520,30309,A
21971,201610,14561,B+
21971,201520,23673,B
21971,201720,21166,A-
21971,201820,24491,A
21971,201620,30425,S
21971,201610,10158,A
21971,201810,16472,A
21971,201520,20210,A-
21971,201510,10388,A-
21971,201720,23371,S
21971,201510,15869,A-
21971,201820,24825,A-
21971,201620,25394,A-
21971,201610,13472,A
21971,201620,24797,A-
21971,201720,29561,B
21971,201510,19486,B+
21971,201520,20445,A
21971,201810,13821,A
21971,201710,14653,S
21971,201520,23066,C+
21971,201510,14225,B
21971,201620,22466,A
21971,201520,25835,A
21971,201810,14198,A
21971,201710,16691,A
21971,201620,25524,A
21971,201510,15734,A-
21971,201820,24197,A
21971,201610,11206,A
21971,201720,30260,A
21971,201710,21003,A
21971,201810,14458,A-
21971,201810,13111,A
21971,201620,23260,B+
21971,201820,22571,S
21971,201510,20461,A
21971,201720,29759,A
21971,201810,16445,A
21971,201820,24878,A
21971,201620,20572,B
21971,201720,29569,S
21971,201710,13147,A
21971,201720,23937,B+
21971,201620,24085,A
21971,201710,21307,A
21971,201820,23711,A-
21971,201710,11766,A
52123,201720,21562,B+
52123,201620,24230,B-
52123,201820,31535,B-
52123,201710,20044,B
52123,201720,22454,A
52123,201610,13675,B-
52123,201710,12025,S
52123,201510,15055,S
52123,201820,21782,S
52123,201610,14407,S
52123,201810,19186,B+
52123,201510,17806,B
52123,201610,13071,B
52123,201510,15145,A
52123,201610,13511,C+
52123,201520,30336,A
52123,201610,17846,A
52123,201520,22014,A-
52123,201820,30240,B
52123,201620,25241,C+
52123,201620,29150,B+
52123,201520,29873,B
52123,201620,22515,A-
52123,201720,24953,A
52123,201810,16878,A
52123,201810,14776,A
52123,201810,19097,A
52123,201710,20118,A-
52123,201720,25327,C-
52123,201710,19834,B+
52123,201720,21912,S
52123,201710,20509,B+
52123,201510,13735,A-
52123,201700,3958,A-
52123,201510,20410,A
52123,201610,13683,B+
52123,201620,21370,S
52123,201620,23575,B
52123,201520,21447,S
52123,201520,26064,A-
52123,201820,21457,B-
52123,201510,12635,A-
52123,201820,29814,A-
52123,201610,12191,S
52123,201820,30874,A
52123,201620,21820,B+
52123,201810,14111,A-
52123,201520,21296,A-
52123,201720,29364,B+
52123,201700,3999,A-
52123,201820,28029,C-
52123,201710,17051,B+
52123,201510,19486,B
52123,201520,20712,A
52123,201810,16552,A
25197,201810,13457,A
25197,201820,20861,B
25197,201720,20224,A
25197,201720,26038,A
25197,201520,21741,A
25197,201610,12191,S
25197,201720,30628,A
25197,201620,25346,A
25197,201510,20476,A
25197,201710,21049,S
25197,201710,13071,S
25197,201710,21014,A
25197,201520,22130,A
25197,201520,30305,A
25197,201520,26613,A
25197,201620,26172,A-
25197,201710,16956,A
25197,201710,10083,A
25197,201520,23066,A
25197,201700,3972,A
25197,201510,13329,A
25197,201610,17982,A
25197,201520,23840,B+
25197,201510,14606,A
25197,201820,27829,A
25197,201700,3870,A
25197,201720,25819,A
25197,201510,18030,A-
25197,201710,14164,A
25197,201620,20562,A
25197,201810,19946,A
25197,201810,11882,S
25197,201820,20496,A
25197,201720,21007,A-
25197,201620,22464,A
25197,201610,13471,A
25197,201820,26024,A
25197,201510,12214,A
25197,201610,11087,A
25197,201620,30069,B+
25197,201620,21782,A-
25197,201510,15727,A
25197,201810,11656,A-
25197,201610,14278,A
25197,201720,20526,A
25197,201610,14054,A
25197,201810,15504,A
25197,201510,15055,S
25197,201710,14598,A
25197,201710,10808,A
25197,201620,23819,A
25197,201710,13768,A
25197,201400,3385,S
25197,201810,18966,A
25197,201610,12507,A
25197,201610,13472,A
25197,201820,21411,A
23270,201710,11268,A
23270,201820,26402,S
23270,201610,14056,A
23270,201710,11269,A-
23270,201620,23264,A
23270,201620,23460,A
23270,201810,12336,A
23270,201610,14806,A
23270,201510,17820,A
23270,201520,23066,A
23270,201610,11204,A
23270,201820,22571,S
23270,201720,30693,A
23270,201620,23933,A
23270,201510,11900,A
23270,201620,22460,A
23270,201620,24376,A
23270,201610,11087,A
23270,201610,13476,A
23270,201810,11609,S
23270,201510,12212,A
23270,201810,15112,A
23270,201810,13695,A
23270,201520,20369,A
23270,201610,12760,A
23270,201520,20709,A
23270,201520,29689,A
23270,201520,23676,B+
23270,201820,23711,A
23270,201520,25198,A
23270,201720,23937,A
23270,201820,24841,A
23270,201810,17316,S
23270,201720,27023,A
23270,201620,30397,S
23270,201620,20906,A
23270,201510,14225,A
23270,201810,17286,A
23270,201510,10730,A-
23270,201710,10784,A
23270,201510,20465,A
23270,201720,31066,S
23270,201710,17986,A
23270,201610,11431,A
23270,201520,30322,A
23270,201720,23371,S
23270,201810,13821,A
23270,201620,20572,A
23270,201720,23629,A
23270,201710,11083,A
23270,201710,12567,A
23270,201620,20374,A
93856,201610,12442,B+
93856,201520,22159,B+
93856,201620,24421,A
93856,201610,10788,A
93856,201510,13888,B+
93856,201820,23805,A
93856,201800,3664,S
93856,201810,11676,A-
93856,201820,31549,A
93856,201720,22338,A-
93856,201710,11756,A-
93856,201720,22484,B+
93856,201510,10388,A-
93856,201600,3697,A
93856,201610,12154,B+
93856,201600,3694,A
93856,201620,20188,A
93856,201510,15871,A
93856,201520,21765,A-
93856,201510,11726,B
93856,201720,21073,A
93856,201720,23749,A
93856,201610,16504,A
93856,201520,22932,A
93856,201610,10007,B+
93856,201620,20216,A-
93856,201710,18070,A
93856,201710,10613,S
93856,201720,25607,S
93856,201510,18031,A
93856,201820,20461,A-
93856,201520,20222,A
93856,201520,30341,A
93856,201810,13862,A
93856,201810,11674,A-
93856,201710,17252,A
93856,201710,11755,B+
93856,201620,20253,A-
93856,201720,21363,A-
93856,201620,24064,A
93856,201810,12432,A
93856,201820,29972,A
93856,201520,21135,C+
93856,201810,10732,A-
93856,201510,20477,A
93856,201610,10206,A
93856,201820,20420,A-
93856,201710,11758,A-
10237,201610,18104,A
10237,201720,26834,A
10237,201810,15415,A
10237,201820,21314,A
10237,201510,15144,B
10237,201710,16021,A
10237,201810,19685,A
10237,201520,20339,B+
10237,201620,29622,A-
10237,201520,21747,A
10237,201810,19674,A-
10237,201710,20779,B
10237,201520,26666,B+
10237,201510,20410,A
10237,201720,27914,A
10237,201610,20453,A
10237,201620,24796,B-
10237,201520,30336,A
10237,201720,24736,B+
10237,201720,26181,B+
10237,201810,20003,B
10237,201520,20305,B
10237,201620,20731,B+
10237,201610,11708,A-
10237,201610,11637,B
10237,201510,10928,B-
10237,201820,30765,A
10237,201510,11360,B+
10237,201820,30555,A
10237,201510,14051,C+
10237,201810,19807,B+
10237,201620,26019,A-
10237,201610,11860,B+
10237,201710,19722,A-
10237,201720,29375,A-
10237,201710,20194,B-
10237,201620,24426,A
10237,201510,11821,B+
10237,201710,11733,A-
10237,201820,30184,A-
10237,201520,20933,C+
97448,201710,11887,A
97448,201510,11580,S
97448,201620,29331,B+
97448,201520,21323,B+
97448,201820,24993,A
97448,201610,20663,A-
97448,201520,21530,S
97448,201510,20737,A-
97448,201520,20807,B+
97448,201620,24801,A
97448,201520,26666,A-
97448,201820,23657,A
97448,201820,24223,A
97448,201810,15626,A
97448,201510,20846,A-
97448,201520,29523,A-
97448,201520,21376,A-
97448,201820,31032,A
97448,201610,11514,S
97448,201810,15908,A
97448,201610,16528,S
97448,201720,30671,A
97448,201710,12831,A
97448,201820,29825,A
97448,201510,21143,A
97448,201620,22529,A
97448,201510,12802,A
97448,201610,17353,A-
97448,201810,19407,A-
97448,201720,24763,A
97448,201720,25879,B+
97448,201710,12836,S
97448,201520,30287,A
97448,201710,21366,A-
97448,201610,13280,A
97448,201710,21413,A
97448,201620,29335,A-
97448,201810,19892,A-
97448,201610,11758,A
97448,201810,19811,A
97448,201720,25401,A
97448,201710,12835,A
97448,201620,29580,A
97448,201610,11779,A-
97448,201510,10026,A
97448,201510,11411,A
86974,201810,14022,B-
86974,201700,3952,B+
86974,201720,22335,A
86974,201610,11860,A-
86974,201700,3957,A
86974,201710,20196,A
86974,201520,20880,A-
86974,201820,31614,A-
86974,201620,26997,B+
86974,201710,19733,A-
86974,201810,15484,A-
86974,201610,19446,B
86974,201710,17055,B+
86974,201720,27528,B
86974,201510,11819,A
86974,201510,20396,A
86974,201720,29364,B+
86974,201710,20118,A
86974,201710,14930,A-
86974,201610,11317,B
86974,201510,15621,A-
86974,201820,30801,P
86974,201610,12156,B+
86974,201610,19704,A
86974,201510,10026,C+
86974,201720,27727,B-
86974,201720,22735,S
86974,201810,14776,A-
86974,201510,19450,B-
86974,201820,24512,A-
86974,201810,19096,B+
86974,201520,23557,A-
86974,201520,25721,B+
86974,201520,30349,A
86974,201620,29155,B+
86974,201520,29678,A-
86974,201820,30138,A
86974,201720,23749,A-
86974,201510,16255,A-
86974,201620,25422,B+
86974,201620,25318,A
86974,201620,29840,A-
66156,201510,12216,B
66156,201610,10019,A-
66156,201620,29418,B-
66156,201810,11029,B+
66156,201610,20559,A-
66156,201620,20809,B-
66156,201510,12369,B
66156,201510,15244,A
66156,201720,31312,A
66156,201520,30328,A
66156,201810,13055,C
66156,201510,19626,B+
66156,201610,14886,B+
66156,201610,20560,A-
66156,201710,14522,B+
66156,201520,21902,A-
66156,201520,26445,A
66156,201820,21582,A
66156,201620,29419,A-
66156,201510,11932,B+
66156,201810,15651,B-
66156,201820,23690,B+
66156,201710,19938,B
66156,201820,30528,C
66156,201620,21204,A-
66156,201510,20462,A
66156,201520,22098,C
66156,201520,29524,B+
66156,201720,31309,A
66156,201510,10676,C
66156,201710,10853,B
66156,201720,31314,A
66156,201610,10662,C+
66156,201720,31311,B+
66156,201520,21897,C
66156,201710,17314,B-
66156,201820,31180,B-
66156,201520,21566,B
66156,201820,25378,B+
66156,201810,15828,A-
66156,201710,17949,A
66156,201810,11708,A-
66156,201720,31313,A
66156,201620,20678,A
66156,201610,12191,S
66156,201720,31310,A
18611,201720,29514,A-
18611,201610,17609,B-
18611,201610,20450,A-
18611,201720,23756,A
18611,201710,16139,A
18611,201720,27754,B+
18611,201510,20668,B+
18611,201810,16931,A-
18611,201710,14101,A
18611,201810,19343,A-
18611,201820,30887,A
18611,201810,17412,A-
18611,201710,20144,B+
18611,201810,19844,A
18611,201820,30150,A
18611,201620,27021,B
18611,201720,23966,A
18611,201610,19870,A
18611,201510,14476,A
18611,201810,13407,A
18611,201710,15814,A
18611,201520,22693,A-
18611,201620,22459,B+
18611,201510,17155,B
18611,201820,28464,A
18611,201620,20572,C
18611,201710,19789,A
18611,201720,24605,B
18611,201620,24290,A
18611,201510,20456,A
18611,201520,20880,A-
18611,201720,26202,A-
18611,201800,4082,A
18611,201520,20184,C+
18611,201520,22192,C
18611,201520,23065,C
18611,201620,20255,B-
18611,201710,11072,B+
18611,201610,11736,B
18611,201510,14225,C-
18611,201620,29802,A-
18611,201520,30278,A
18611,201810,15828,A-
18611,201610,11204,B
18611,201620,26393,B
18611,201510,12211,C
18611,201610,11087,B
18611,201720,30129,B+
87328,201710,16019,S
87328,201620,25434,A
87328,201710,20291,A
87328,201520,20504,A
87328,201510,13902,A
87328,201820,28207,A
87328,201710,15794,B+
87328,201520,21323,A
87328,201710,20622,A-
87328,201610,11860,A-
87328,201810,19244,A
87328,201820,30739,A
87328,201820,27098,A
87328,201810,19351,A
87328,201610,19567,A
87328,201520,30352,A
87328,201810,16294,A
87328,201720,28291,A
87328,201620,29615,A
87328,201810,20585,A
87328,201610,15198,A
87328,201520,25972,S
87328,201820,30944,A
87328,201620,21645,A
87328,201510,21096,A
87328,201510,15154,A
87328,201810,19251,A
87328,201720,21663,A
87328,201720,21662,A
87328,201520,21974,A-
87328,201720,21660,A
87328,201810,14389,A
87328,201620,29239,A
87328,201610,10689,A
87328,201520,23676,A-
87328,201510,16240,S
87328,201510,19489,A
87328,201620,26461,A
87328,201710,12306,A
87328,201510,14078,A-
87328,201520,21742,A
87328,201710,15914,B+
87328,201720,22155,A
87328,201610,16310,B+
87328,201710,11556,S
87328,201820,31006,A
87328,201510,20056,A
87328,201710,20648,A
87328,201620,23299,B+
49497,201820,27473,A
49497,201710,19680,A-
49497,201620,26769,A
49497,201620,23593,A-
49497,201510,14605,A
49497,201810,15433,B+
49497,201820,30037,A
49497,201720,30717,B+
49497,201820,29844,B+
49497,201610,13683,B-
49497,201820,25301,A-
49497,201810,19568,B+
49497,201810,12077,B+
49497,201520,21738,A-
49497,201520,20951,A
49497,201610,13935,B-
49497,201720,24101,B+
49497,201520,21758,B+
49497,201710,17110,A
49497,201620,20900,C+
49497,201520,25243,A-
49497,201720,28047,B
49497,201610,11134,B
49497,201720,24599,S
49497,201620,26797,A
49497,201520,30265,A
49497,201810,16865,B
49497,201820,22142,B
49497,201610,15323,B
49497,201610,13613,B+
49497,201810,16217,B-
49497,201510,12207,B+
49497,201710,20623,A
49497,201710,11927,C+
49497,201720,23099,B+
49497,201510,14051,A
49497,201610,19497,A
49497,201710,17126,A
49497,201510,10388,A
49497,201720,25609,A
49497,201300,4078,S
49497,201810,14866,B+
49497,201820,25250,B
49497,201620,22514,B
49497,201510,20411,A
49497,201810,16187,B-
49497,201710,10798,B+
49497,201520,29356,A
49497,201620,24433,S
49497,201510,15230,B
49497,201710,21188,A-
79607,201820,30874,A
79607,201720,30151,A-
79607,201520,23840,A
79607,201520,26447,A
79607,201620,25221,A
79607,201810,16109,A-
79607,201610,16362,A
79607,201700,3260,A
79607,201620,21200,S
79607,201720,26792,A
79607,201510,13327,A
79607,201610,13468,A-
79607,201710,17266,A
79607,201710,13071,S
79607,201510,18154,A
79607,201510,15871,A-
79607,201510,18029,A-
79607,201620,26167,S
79607,201720,26747,A
79607,201620,23259,B
79607,201710,11170,A
79607,201710,17267,A
79607,201620,24479,A-
79607,201620,20451,A
79607,201510,12104,A
79607,201510,19626,A
79607,201400,3390,S
79607,201810,11113,A
79607,201720,20559,A
79607,201510,20444,A
79607,201600,3231,A
79607,201520,20571,A
79607,201810,11724,A
79607,201520,27328,A
79607,201520,21735,A
79607,201510,15777,B+
79607,201810,19420,A
79607,201710,19945,A-
79607,201520,22158,B+
79607,201520,30308,A
79607,201610,13970,A-
79607,201610,11237,A
79607,201710,14630,A-
79607,201700,3259,A
79607,201820,21318,A
79607,201720,26791,A
79607,201620,27082,A
79607,201710,11169,A
79607,201610,10662,A
79607,201820,24984,A
79607,201710,20003,A-
79607,201620,25324,A
79607,201820,30126,A
79607,201810,11112,A
41952,201810,16115,B+
41952,201620,20246,B
41952,201710,12205,S
41952,201620,26831,A
41952,201610,17846,A
41952,201810,11656,B+
41952,201520,21734,A
41952,201620,29185,A-
41952,201710,14451,A
41952,201620,21035,B
41952,201620,24337,B+
41952,201720,31504,B+
41952,201820,30647,B-
41952,201820,25245,A
41952,201710,11736,A-
41952,201510,11726,A-
41952,201510,20440,A
41952,201620,21665,B
41952,201810,19101,A
41952,201720,28540,B+
41952,201520,21974,A
41952,201610,12285,A-
41952,201520,23695,S
41952,201720,22563,B+
41952,201510,11535,A
41952,201820,30029,A
41952,201610,19568,A
41952,201520,30323,A
41952,201610,11322,A
41952,201720,22558,A
41952,201720,31421,B+
41952,201520,22159,A-
41952,201520,22014,A
41952,201810,16811,A
41952,201710,19834,B+
41952,201610,19900,A
41952,201510,14225,B+
41952,201810,13020,A
41952,201520,22683,A
41952,201710,10474,B+
41952,201610,17865,A
17183,201720,27765,A
17183,201610,12195,S
17183,201620,24232,B+
17183,201810,16923,A
17183,201620,20775,A-
17183,201820,29845,A-
17183,201610,15335,B
17183,201610,14787,A-
17183,201510,15154,A
17183,201510,15621,A-
17183,201710,14937,A
17183,201720,23570,B
17183,201710,14909,B
17183,201820,29844,A
17183,201520,26064,A-
17183,201820,27649,A-
17183,201710,11228,B+
17183,201510,19486,A
17183,201610,15327,B
17183,201820,26334,A-
17183,201520,21742,A-
17183,201620,21823,A-
17183,201720,29843,B+
17183,201510,21143,A
17183,201810,16863,A
17183,201520,29243,B
17183,201620,30272,B+
17183,201710,19676,A-
17183,201610,12193,B-
17183,201510,15869,B
17183,201720,29636,A
17183,201720,20840,B
17183,201810,19568,A-
17183,201810,19569,A-
17183,201620,25236,B-
17183,201510,12384,A
17183,201810,16607,A-
17183,201620,20191,B+
17183,201520,30276,A
17183,201610,13682,B
17183,201710,11672,A-
17183,201520,20640,B+
17183,201520,23217,B+
22408,201810,11872,A
22408,201620,23460,A-
22408,201520,23067,A
22408,201620,21484,A-
22408,201820,21212,S
22408,201720,23371,S
22408,201520,24607,A
22408,201510,20472,A
22408,201510,11489,A-
22408,201810,19900,A-
22408,201810,16851,A
22408,201810,10818,A
22408,201520,30314,A
22408,201720,21104,S
22408,201610,14806,A
22408,201610,11087,A
22408,201510,13329,B+
22408,201710,12809,A
22408,201610,16677,A
22408,201610,11204,A
22408,201610,12174,A
22408,201810,13821,A
22408,201510,19706,A
22408,201820,20861,A
22408,201520,29033,B+
22408,201520,20445,A
22408,201610,11778,B+
22408,201710,15402,A
22408,201510,15260,A-
22408,201610,10642,S
22408,201810,13826,A
22408,201820,27177,B
22408,201710,15737,A
22408,201720,21166,A
22408,201720,29561,B
22408,201720,23937,B+
22408,201510,14837,A
22408,201520,24099,A
22408,201620,20572,B+
22408,201820,30531,A-
22408,201710,15776,A
22408,201620,22460,A-
22408,201710,13155,S
22408,201620,23264,A
22408,201620,21806,S
22408,201710,18675,A
22408,201820,20050,A-
22408,201720,22278,A
22408,201620,25909,A-
22408,201620,30069,B+
22408,201720,29759,A
22408,201810,14451,A
22408,201610,13476,A
22408,201820,28131,B+
